WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
14,12471,DJ Giddens,RB,22.1,IND,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,29,OUT,OUT,OUT
14,12547,Kyle Williams,WR,22.9,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,11600,Ja'Tavion Sanders,TE,22.5,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,5848,Marquise Brown,WR,28.3,KC,59.0,57,45,4.5,4,3.5,1,1,0,64,22,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,35,0,1,0,2,0,35,35.0,17.5,0,0,0,35,0,NA,0,0,34.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,18,6.1%,1.94,0,NA,NA,NA,NA,NA,0.056,NA,35,NA,NA,vs HOU,29,·,4.9,-0.4
14,1373,Geno Smith,QB,35.0,LV,24.0,23,23,9.04,9.04,9.04,1,1,1,50,37,0,61.9,89,21,13,6,8,0,92.60,120,3,1,116,5.52,8.92,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,4,0,NA,4,4,74.0%,NA,NA,NA,0,NA,7,22,NA,NA,NA,NA,NA,7,33.3%,3.12,4.8%,56.0%,8.70,NA,25,120,+8.7%,-0.13,vs DEN,29,·,17.3,-8.3
14,8154,Brian Robinson,RB,26.5,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8188,Tyquan Thornton,WR,25.1,KC,66.0,67,70,3.9,2.9,1.9,1,1,0,64,19,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,19,0,2,0,3,0,19,9.5,6.3,0,0,0,19,0,NA,0,0,30.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,12,9.1%,1.58,0,NA,NA,NA,NA,NA,0.167,NA,19,NA,NA,vs HOU,29,·,2.3,1.6
14,8111,Cade Otton,TE,26.4,TB,24.0,24,30,4.9,3.4,1.9,1,1,1,74,60,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,6,0,0,0,4,13,19,6.3,4.8,0,0,0,19,0,NA,0,0,81.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,29,13.3%,0.66,0,NA,NA,NA,NA,NA,0.000,NA,19,NA,NA,vs NO,18,·,7.8,-2.9
14,12455,Brashard Smith,RB,22.5,KC,67.0,65,63,0.7,0.7,0.7,1,1,0,64,5,0,0.0,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,7,0,1,7,7,8.0%,0,1.00,0.000,0,0.100,0,1,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,vs HOU,22,·,2.4,-1.7
14,9502,Tank Dell,WR,25.9,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,20,PUP,PUP,PUP
14,7527,Mac Jones,QB,27.1,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8142,Alec Pierce,WR,25.4,IND,21.0,22,26,13,10.5,8,1,1,1,70,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,40,0,4,0,8,40,80,16.0,10.0,0,0,0,80,0,NA,0,0,83.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,32,22.2%,2.50,0,NA,NA,NA,NA,NA,0.125,NA,80,NA,NA,@ JAX,15,·,10.8,2.2
14,11625,Adonai Mitchell,WR,23.0,NYJ,72.0,65,60,3.4,2.9,2.4,1,1,1,58,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,21,0,1,0,6,3,24,24.0,4.0,0,0,0,24,0,NA,0,0,91.0%,NA,NA,NA,0,NA,1,6,0.167,1.0,38,17.6%,0.63,0,NA,NA,NA,NA,NA,0.026,NA,24,NA,NA,vs MIA,25,·,9.9,-6.5
14,9486,Dontayvion Wicks,WR,24.3,GB,999.0,999,999,0,0,0,1,1,1,53,6,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,11.0%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs CHI,4,·,5.8,-5.8
14,12492,Pat Bryant,WR,22.8,DEN,44.0,47,49,7.2,5.2,3.2,1,1,1,74,35,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,20,0,3,0,4,12,32,8.0,8.0,0,0,0,32,0,NA,0,0,47.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,28,10.5%,1.14,0,NA,NA,NA,NA,NA,0.107,NA,32,NA,NA,@ LV,7,·,7.9,-0.7
14,4066,Evan Engram,TE,31.1,DEN,36.0,40,46,2.8,1.8,0.8,1,1,0,74,27,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,2,0,0,0,2,6,8,4.0,4.0,0,0,0,8,0,NA,0,0,36.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,25,5.3%,0.32,0,NA,NA,NA,NA,NA,0.000,NA,8,NA,NA,@ LV,29,·,8.0,-5.2
14,11603,AJ Barner,TE,23.4,SEA,22.0,22,22,5.7,4.2,2.7,1,1,1,61,41,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,12,0,1,0,4,15,27,9.0,6.8,0,0,0,27,0,NA,0,0,67.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,21,13.3%,1.29,0,NA,NA,NA,NA,NA,0.048,NA,27,NA,NA,@ ATL,31,·,10.0,-4.3
14,7567,Kenneth Gainwell,RB,26.5,PIT,12.0,19,22,16.2,13.2,10.2,1,1,0,52,25,0,0.0,0,0,0,0,0,0,0.00,15,0,0,0,0.00,0.00,6,-11,0,1,0,7,38,27,4.5,3.9,4,1,1,42,1,14,15,3.75,48.0%,1,3.60,0.250,2,0.610,3,11,0.273,3.0,NA,20.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,@ BAL,13,·,11.1,5.1
14,96,Aaron Rodgers,QB,41.8,PIT,8.0,8,8,21.46,20.96,20.46,1,1,1,52,52,0,67.7,134,34,23,6,11,0,103.10,284,0,1,284,8.35,12.35,1,-9,0,0,0,1,0,-9,-9.0,-9.0,2,0,0,-9,1,NA,0,0,100.0%,NA,NA,NA,1,NA,8,37,NA,NA,NA,NA,NA,7,20.6%,2.69,8.8%,20.0%,5.70,NA,35,275,-0.3%,+0.12,@ BAL,13,·,17.9,3.6
14,11626,Xavier Legette,WR,24.7,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,4039,Cooper Kupp,WR,32.3,SEA,24.0,23,19,11.5,10.5,9.5,1,1,1,61,42,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,11,0,1,1,3,24,35,17.5,11.7,0,0,0,35,0,NA,0,0,69.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,28,10.0%,1.25,0,NA,NA,NA,NA,NA,0.036,NA,35,NA,NA,@ ATL,13,·,8.5,3.0
14,11610,Malik Washington,WR,24.7,MIA,65.0,75,83,4,2.5,1,1,1,0,65,34,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,4,0,0,0,4,6,10,3.3,2.5,0,0,0,10,0,NA,0,0,52.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,13,19.0%,0.77,0,NA,NA,NA,NA,NA,0.000,NA,10,NA,NA,@ NYJ,23,·,8.5,-4.5
14,11583,Jonathon Brooks,RB,22.2,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8210,Chigoziem Okonkwo,TE,26.0,TEN,27.0,27,27,4,3,2,1,1,0,66,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,1,0,1,0,2,19,20,10.0,10.0,0,0,0,20,0,NA,0,0,48.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,20,7.1%,1.00,0,NA,NA,NA,NA,NA,0.050,NA,20,NA,NA,@ CLE,16,·,5.3,-1.3
14,12524,Shedeur Sanders,QB,23.6,CLE,2.0,2,2,34.46,34.46,34.46,1,1,1,69,67,0,54.8,102,42,23,10,19,1,97.70,393,2,3,364,8.67,15.83,0,0,0,0,0,0,0,0,0.0,0.0,3,1,1,29,1,NA,29,9.67,97.0%,NA,NA,NA,2,NA,15,45,NA,NA,NA,NA,NA,13,31.0%,3.57,7.1%,63.0%,7.40,NA,46,393,-2.4%,-0.01,vs TEN,11,·,18.1,16.4
14,8125,Calvin Austin III,WR,26.5,PIT,63.0,59,52,4.1,3.6,3.1,1,1,0,52,16,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,21,1,1,0,2,10,31,31.0,15.5,0,0,0,31,0,NA,0,0,31.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,15,5.9%,2.07,0,NA,NA,NA,NA,NA,0.067,NA,31,NA,NA,@ BAL,10,·,6.1,-2.0
14,1339,Zach Ertz,TE,34.9,WAS,43.0,43,41,2.1,1.6,1.1,1,1,1,52,36,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,1,0,2,6,11,11.0,5.5,0,0,0,11,0,NA,0,0,69.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,24,8.3%,0.46,0,NA,NA,NA,NA,NA,0.042,NA,11,NA,NA,@ MIN,15,·,10.5,-8.4
14,11575,Ray Davis,RB,25.9,BUF,999.0,999,999,0,0,0,1,1,0,64,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,6.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CIN,1,·,2.0,-2.0
14,9501,Demario Douglas,WR,24.8,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,7600,Pat Freiermuth,TE,26.9,PIT,34.0,38,45,2.9,1.9,0.9,1,1,1,52,31,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,1,0,0,0,3,8,9,4.5,3.0,0,0,0,9,0,NA,0,0,60.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,22,8.8%,0.41,0,NA,NA,NA,NA,NA,0.000,NA,9,NA,NA,@ BAL,25,·,5.5,-2.6
14,9482,Michael Mayer,TE,24.2,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DEN,14,OUT,OUT,OUT
14,6826,Cole Kmet,TE,26.6,CHI,20.0,20,18,6.2,5.2,4.2,1,1,1,70,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,39,0,2,0,3,3,42,21.0,14.0,0,0,0,42,0,NA,0,0,76.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,26,8.6%,1.62,0,NA,NA,NA,NA,NA,0.077,NA,42,NA,NA,@ GB,21,·,4.3,1.9
14,12531,Trevor Etienne,RB,21.2,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,9229,Anthony Richardson,QB,23.4,IND,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,10,IR,IR,IR
14,11650,Luke McCaffrey,WR,24.5,WAS,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ MIN,31,IR,IR,IR
14,9487,Parker Washington,WR,23.5,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs IND,9,OUT,OUT,OUT
14,12505,Jalen Royals,WR,22.6,KC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs HOU,29,·,0.1,-0.1
14,4018,Joe Mixon,RB,29.2,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,26,PUP,PUP,PUP
14,12641,Jaylin Lane,WR,23.4,WAS,999.0,999,999,0,0,0,1,1,0,52,6,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,12.0%,NA,NA,NA,0,NA,0,0,NA,0.0,2,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ MIN,31,·,1.9,-1.9
14,9511,Keaton Mitchell,RB,23.7,BAL,36.0,35,32,7.6,7.6,7.6,1,1,0,80,12,0,0.0,0,0,0,0,0,0,0.00,76,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,6,1,1,76,0,65,76,12.67,15.0%,2,10.90,0.333,1,1.423,1,6,0.167,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,vs PIT,23,·,4.7,2.9
14,4950,Christian Kirk,WR,28.9,HOU,87.0,87,87,1.6,1.1,0.6,1,1,0,70,25,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,6,0,0,0,3,0,6,6.0,2.0,0,0,0,6,0,NA,0,0,36.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,15,9.7%,0.40,0,NA,NA,NA,NA,NA,0.000,NA,6,NA,NA,@ KC,20,·,5.1,-3.5
14,4137,James Conner,RB,30.4,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAR,30,IR,IR,IR
14,4988,Nick Chubb,RB,29.8,HOU,71.0,71,68,0.3,0.3,0.3,1,1,0,70,8,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,3,0,3,3,3,11.0%,0,2.70,0.000,0,0.270,0,1,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,@ KC,26,·,5.9,-5.6
14,9506,Sean Tucker,RB,23.9,TB,30.0,27,26,8.9,8.9,8.9,1,1,0,74,12,0,0.0,0,0,0,0,0,0,0.00,29,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,7,0,1,29,1,32,29,4.14,16.0%,3,4.50,0.429,2,0.879,2,7,0.286,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,vs NO,16,·,3.3,5.6
14,4144,Jonnu Smith,TE,30.1,PIT,999.0,999,999,0,0,0,1,1,0,52,27,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,52.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,11,2.9%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ BAL,25,·,4.6,-4.6
14,7607,Michael Carter,RB,26.4,ARI,44.0,46,49,5.1,4.1,3.1,1,1,0,62,33,0,0.0,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,2,-2,0,1,0,4,20,18,9.0,4.5,3,0,0,31,0,12,13,4.33,53.0%,1,3.90,0.333,0,0.723,1,7,0.143,1.0,NA,9.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,vs LAR,30,·,6.2,-1.1
14,11647,Kimani Vidal,RB,24.1,LAC,21.0,22,21,11.4,10.9,10.4,1,1,1,74,51,0,0.0,0,0,0,0,0,0,0.00,44,0,0,0,0.00,0.00,1,1,1,1,0,3,59,60,60.0,20.0,14,0,1,104,0,8,44,3.14,69.0%,3,0.60,0.214,1,0.274,2,17,0.118,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,vs PHI,7,·,9.3,2.1
14,5001,Dalton Schultz,TE,29.2,HOU,23.0,23,23,5.2,3.7,2.2,1,1,0,70,52,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,14,0,1,0,4,8,22,7.3,5.5,0,0,0,22,0,NA,0,0,74.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,30,12.9%,0.73,0,NA,NA,NA,NA,NA,0.033,NA,22,NA,NA,@ KC,27,·,8.7,-3.5
14,11571,Isaiah Davis,RB,23.6,NYJ,59.0,56,52,2.2,2.2,2.2,1,1,0,58,14,0,0.0,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,2,22,0,3,22,11,24.0%,0,1.30,0.000,2,0.130,2,2,1.000,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,vs MIA,14,·,6.1,-3.9
14,12476,Devin Neal,RB,22.1,NO,15.0,13,12,15.4,14.9,14.4,1,1,1,58,41,0,0.0,0,0,0,0,0,0,0.00,70,0,0,0,0.00,0.00,1,-5,0,1,0,1,19,14,14.0,14.0,19,0,2,84,1,51,70,3.68,71.0%,4,2.70,0.211,3,0.481,4,20,0.200,4.0,NA,5.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,@ TB,11,·,12.4,3.0
14,11643,Jaylen Wright,RB,22.5,MIA,11.0,9,6,16.7,16.7,16.7,1,1,0,65,34,0,0.0,0,0,0,0,0,0,0.00,107,0,0,0,0.00,0.00,0,0,0,0,0,3,0,0,0.0,0.0,24,1,6,107,1,91,107,4.46,52.0%,5,3.80,0.208,7,0.588,7,27,0.259,7.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,@ NYJ,5,·,1.9,14.8
14,11596,Ben Sinnott,TE,23.3,WAS,49.0,49,49,1.8,1.3,0.8,1,1,0,52,13,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,0,0,0,0,1,8,8,8.0,8.0,0,0,0,8,0,NA,0,0,25.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,3,4.2%,2.67,0,NA,NA,NA,NA,NA,0.000,NA,8,NA,NA,@ MIN,15,·,0.6,1.2
14,12545,Tyler Shough,QB,26.0,NO,6.0,6,6,22.26,22.26,22.26,1,1,1,58,58,0,65.0,68,20,13,9,7,1,65.40,199,3,0,144,7.20,11.08,0,0,0,0,0,0,0,0,0.0,0.0,7,0,1,55,2,NA,55,7.86,100.0%,NA,NA,NA,3,NA,12,27,NA,NA,NA,NA,NA,9,45.0%,2.62,10.0%,41.7%,7.00,NA,24,199,-8.3%,-0.02,@ TB,3,·,19.4,2.9
14,9225,Tank Bigsby,RB,24.1,PHI,70.0,70,67,0.4,0.4,0.4,1,1,0,71,7,0,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,4,0,NA,4,4,10.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,@ LAC,20,·,2.5,-2.1
14,11577,Will Shipley,RB,23.1,PHI,62.0,64,69,1.3,0.8,0.3,1,1,0,71,7,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,1,0,0,0,1,2,3,3.0,3.0,0,0,0,3,0,0,0,0,10.0%,0,0.00,NA,0,NA,0,1,0.000,0.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,@ LAC,20,·,1.6,-0.3
14,4454,Kendrick Bourne,WR,30.2,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12485,Tez Johnson,WR,23.4,TB,999.0,999,999,0,0,0,1,1,1,74,34,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,46.0%,NA,NA,NA,0,NA,0,0,NA,0.0,12,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs NO,18,·,6.0,-6.0
14,7670,Joshua Palmer,WR,26.0,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CIN,27,OUT,OUT,OUT
14,7587,Dyami Brown,WR,25.9,JAX,999.0,999,999,0,0,0,1,1,0,64,6,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,9.0%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs IND,9,·,0.5,-0.5
14,11581,MarShawn Lloyd,RB,24.7,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CHI,17,IR,IR,IR
14,10219,Chris Rodriguez,RB,25.0,WAS,43.0,40,38,5.2,5.2,5.2,1,1,1,52,22,0,0.0,0,0,0,0,0,0,0.00,52,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,10,1,2,52,0,49,52,5.2,42.0%,4,4.90,0.400,2,0.890,2,10,0.200,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,@ MIN,19,·,10.6,-5.4
