WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
15,5870,Daniel Jones,QB,28.3,IND,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SEA,13,IR,IR,IR
15,7526,Jaylen Waddle,WR,26.8,MIA,72.0,72,74,4.6,3.6,2.6,1,1,1,50,42,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,21,0,2,0,4,5,26,13.0,6.5,0,0,0,26,0,NA,0,0,84.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,28,14.3%,0.93,0,NA,NA,NA,NA,NA,0.071,NA,26,NA,NA,@ PIT,8,·,14.2,-9.6
15,6801,Tee Higgins,WR,26.7,CIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,11,OUT,OUT,OUT
15,9754,Quentin Johnston,WR,24.1,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,19,OUT,OUT,OUT
15,7525,DeVonta Smith,WR,26.9,PHI,54.0,53,48,7,6,5,1,1,0,69,36,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,43,0,2,0,2,7,50,25.0,25.0,0,0,0,50,0,NA,0,0,52.2%,NA,NA,NA,0,NA,2,2,1.000,2.0,14,11.1%,3.57,0,NA,NA,NA,NA,NA,0.143,NA,50,NA,NA,vs LV,6,·,14.0,-7.0
15,5846,DK Metcalf,WR,27.8,PIT,22.0,21,16,14.5,13,11.5,1,1,1,66,52,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,33,0,1,1,3,22,55,18.3,18.3,0,0,0,55,0,NA,0,0,78.8%,NA,NA,NA,0,NA,2,3,0.667,2.0,25,11.1%,2.20,0,NA,NA,NA,NA,NA,0.040,NA,55,NA,NA,vs MIA,25,·,14.3,0.2
15,9997,Zay Flowers,WR,25.0,BAL,20.0,17,15,15.8,14.3,12.8,1,1,1,41,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,68,1,2,1,5,0,68,22.7,13.6,0,0,0,68,0,NA,0,0,78.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,17,41.7%,4.00,0,NA,NA,NA,NA,NA,0.118,NA,68,NA,NA,@ CIN,27,·,17.0,-1.2
15,12522,Cam Ward,QB,23.3,TEN,22.0,22,22,15,15,15,1,1,1,53,53,0,62.1,70,29,18,6,11,0,101.20,172,0,2,170,5.86,9.44,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,2,0,NA,2,2,100.0%,NA,NA,NA,1,NA,9,30,NA,NA,NA,NA,NA,8,27.6%,3.26,10.3%,27.6%,6.40,NA,29,172,-6.0%,-0.05,@ SF,22,·,15.0,0.0
15,11638,Ricky Pearsall,WR,25.0,SF,21.0,22,26,15.6,12.6,9.6,1,1,1,74,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,75,0,5,0,7,21,96,16.0,13.7,0,0,0,96,0,NA,0,0,58.1%,NA,NA,NA,0,NA,5,7,0.714,5.0,23,23.3%,4.17,0,NA,NA,NA,NA,NA,0.217,NA,96,NA,NA,vs TEN,10,·,10.7,4.9
15,8144,Chris Olave,WR,25.2,NO,9.0,10,10,20.5,17.5,14.5,1,1,1,69,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,79,0,4,1,9,6,85,14.2,9.4,0,0,0,85,0,NA,0,0,84.1%,NA,NA,NA,0,NA,5,9,0.556,5.0,36,27.3%,2.36,0,NA,NA,NA,NA,NA,0.111,NA,85,NA,NA,vs CAR,24,·,15.0,5.5
15,11559,Michael Penix Jr.,QB,25.4,ATL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TB,2,IR,IR,IR
15,8151,Kenneth Walker III,RB,24.9,SEA,55.0,56,57,2.9,2.4,1.9,1,1,1,60,25,0,0.0,0,0,0,0,0,0,0.00,17,0,0,0,0.00,0.00,1,0,0,0,0,1,2,2,2.0,2.0,9,0,0,19,0,14,17,1.89,41.7%,2,1.50,0.222,0,0.372,0,10,0.000,0.0,NA,2.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,vs IND,20,·,12.8,-9.9
15,12501,Matthew Golden,WR,22.2,GB,47.0,46,43,8.5,7,5.5,1,1,0,66,23,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,49,0,3,0,4,6,55,18.3,13.8,0,0,0,55,0,NA,0,0,34.8%,NA,NA,NA,0,NA,3,4,0.750,3.0,19,10.0%,2.89,0,NA,NA,NA,NA,NA,0.158,NA,55,NA,NA,@ DEN,28,·,2.7,5.8
15,5849,Kyler Murray,QB,28.1,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ HOU,32,IR,IR,IR
15,11565,J.J. McCarthy,QB,22.7,MIN,7.0,7,7,24.5,24.5,24.5,1,1,1,55,55,0,62.5,160,24,15,9,9,1,108.00,265,0,2,250,10.42,16.67,0,0,0,0,0,0,0,0,0.0,0.0,4,1,1,15,1,NA,15,3.75,100.0%,NA,NA,NA,2,NA,13,28,NA,NA,NA,NA,NA,11,45.8%,2.97,8.3%,22.2%,10.40,NA,27,265,-3.3%,+0.52,@ DAL,1,·,20.0,4.5
15,7588,Javonte Williams,RB,25.4,DAL,16.0,15,12,15.1,15.1,15.1,1,1,1,70,20,0,0.0,0,0,0,0,0,0,0.00,91,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,15,0,6,91,1,50,91,6.07,28.6%,1,3.30,0.067,7,0.397,7,15,0.467,7.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,vs MIN,22,·,17.0,-1.9
15,7523,Trevor Lawrence,QB,26.0,JAX,1.0,1,1,44.3,44.3,44.3,1,1,1,62,54,0,62.5,226,32,20,11,12,0,136.70,381,0,5,330,10.31,16.50,0,0,0,0,0,0,0,0,0.0,0.0,5,0,2,51,1,NA,51,10.2,87.1%,NA,NA,NA,3,NA,19,37,NA,NA,NA,NA,NA,16,50.0%,2.91,12.5%,25.0%,11.50,NA,36,381,+5.1%,+0.76,vs NYJ,16,·,18.7,25.6
15,8148,Jameson Williams,WR,24.5,DET,3.0,3,3,26.4,22.9,19.4,1,1,1,64,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,115,1,5,1,9,19,134,19.1,14.9,0,0,0,134,0,NA,0,0,90.6%,NA,NA,NA,0,NA,6,9,0.667,6.0,40,22.0%,3.35,0,NA,NA,NA,NA,NA,0.125,NA,134,NA,NA,@ LAR,15,·,13.3,13.1
15,4943,Sam Darnold,QB,28.3,SEA,28.0,28,28,11.34,11.34,11.34,1,1,1,60,60,1,61.1,146,36,22,9,14,0,84.40,276,1,0,271,7.53,12.32,0,0,0,0,0,0,0,0,0.0,0.0,4,0,2,5,0,NA,5,1.25,100.0%,NA,NA,NA,2,NA,11,40,NA,NA,NA,NA,NA,9,25.0%,2.83,5.6%,23.1%,7.30,NA,39,276,-4.0%,+0.01,vs IND,17,·,20.0,-8.7
15,12533,Jacory Croskey-Merritt,RB,24.5,WAS,15.0,13,10,15.6,15.6,15.6,1,1,0,61,32,1,0.0,0,0,0,0,0,0,0.00,96,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,18,1,6,96,1,61,96,5.33,52.5%,5,3.40,0.278,7,0.618,7,18,0.389,7.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,@ NYG,2,·,10.3,5.3
15,12489,RJ Harvey,RB,24.6,DEN,27.0,24,20,10.5,10.5,10.5,1,1,1,68,46,1,0.0,0,0,0,0,0,0,0.00,65,0,0,0,0.00,0.00,0,0,1,0,0,1,0,0,0.0,0.0,19,0,1,65,1,40,65,3.42,67.6%,3,2.10,0.158,2,0.368,2,20,0.100,2.0,NA,2.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,vs GB,25,·,13.8,-3.3
15,7543,Travis Etienne,RB,26.7,JAX,1.0,2,2,31.5,30,28.5,1,1,1,62,38,0,0.0,0,0,0,0,0,0,0.00,32,0,0,0,0.00,0.00,3,18,0,0,3,4,55,73,24.3,18.3,12,1,3,105,0,31,32,2.67,61.3%,3,2.60,0.250,3,0.510,6,16,0.375,6.0,NA,12.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,vs NYJ,3,·,14.3,17.2
15,3198,Derrick Henry,RB,31.7,BAL,29.0,27,22,10,10,10,1,1,1,41,15,0,0.0,0,0,0,0,0,0,0.00,100,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,11,0,4,100,0,63,100,9.09,36.6%,3,5.70,0.273,4,0.843,4,11,0.364,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,@ CIN,1,·,17.2,-7.2
15,9224,Chase Brown,RB,25.5,CIN,13.0,19,29,16,12.5,9,1,1,1,76,47,0,0.0,0,0,0,0,0,0,0.00,53,0,0,0,0.00,0.00,7,8,0,2,0,7,29,37,5.3,5.3,13,0,3,90,0,44,53,4.08,61.8%,4,3.40,0.308,3,0.648,5,20,0.250,5.0,NA,17.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,vs BAL,14,·,13.4,2.6
15,8110,Jake Ferguson,TE,26.7,DAL,41.0,41,44,3.6,2.6,1.6,1,1,0,70,50,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,3,0,0,0,4,13,16,8.0,4.0,0,0,0,16,0,NA,0,0,71.4%,NA,NA,NA,0,NA,0,4,0.000,0.0,29,10.5%,0.55,0,NA,NA,NA,NA,NA,0.000,NA,16,NA,NA,vs MIN,18,·,10.2,-6.6
15,5045,Courtland Sutton,WR,30.0,DEN,4.0,6,6,24.3,20.8,17.3,1,1,1,68,60,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,96,0,4,1,10,17,113,16.1,11.3,0,0,0,113,0,NA,0,0,88.2%,NA,NA,NA,0,NA,5,10,0.500,5.0,36,29.4%,3.14,0,NA,NA,NA,NA,NA,0.111,NA,113,NA,NA,vs GB,21,·,11.8,12.5
15,12506,Harold Fannin,TE,21.2,CLE,11.0,14,19,12,8.5,5,1,1,1,57,55,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,7,28,0,2,0,14,20,48,6.9,3.4,1,0,0,50,0,NA,2,2,96.5%,NA,NA,NA,0,NA,2,15,0.133,2.0,41,40.0%,1.17,0,NA,NA,NA,NA,NA,0.049,NA,50,NA,NA,@ CHI,14,·,14.6,-2.6
15,4217,George Kittle,TE,32.0,SF,6.0,6,7,22.8,18.8,14.8,1,1,1,74,71,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,10,0,4,1,9,78,88,11.0,9.8,0,0,0,88,0,NA,0,0,95.9%,NA,NA,NA,0,NA,5,9,0.556,5.0,31,30.0%,2.84,0,NA,NA,NA,NA,NA,0.129,NA,88,NA,NA,vs TEN,16,·,14.6,8.2
15,2133,Davante Adams,WR,32.8,LAR,35.0,33,34,11.1,9.1,7.1,1,1,1,72,33,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,62,0,4,0,9,9,71,17.8,7.9,0,0,0,71,0,NA,0,0,45.8%,NA,NA,NA,0,NA,4,9,0.444,4.0,25,23.7%,2.84,0,NA,NA,NA,NA,NA,0.160,NA,71,NA,NA,vs DET,2,·,15.7,-4.6
15,12517,Colston Loveland,TE,21.5,CHI,16.0,16,17,10.1,8.1,6.1,1,1,1,66,43,0,0.0,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,4,36,0,4,0,5,27,63,15.8,12.6,1,0,0,61,0,NA,-2,-2,65.2%,NA,NA,NA,0,NA,4,6,0.667,4.0,21,17.9%,3.00,0,NA,NA,NA,NA,NA,0.190,NA,61,NA,NA,vs CLE,20,·,8.8,1.3
15,12519,Luther Burden,WR,21.8,CHI,23.0,26,28,14.4,11.4,8.4,1,1,0,66,26,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,36,1,2,0,7,48,84,14.0,12.0,0,0,0,84,0,NA,0,0,39.4%,NA,NA,NA,0,NA,2,7,0.286,2.0,16,25.0%,5.25,0,NA,NA,NA,NA,NA,0.125,NA,84,NA,NA,vs CLE,26,·,8.8,5.6
15,9228,Bryce Young,QB,24.2,CAR,21.0,21,21,15.42,15.42,15.42,1,1,1,57,57,0,62.5,113,24,15,6,9,0,96.40,212,1,1,163,6.79,10.87,0,0,0,0,0,0,0,0,0.0,0.0,7,0,3,49,0,NA,49,7,100.0%,NA,NA,NA,3,NA,10,31,NA,NA,NA,NA,NA,7,29.2%,3.26,8.3%,46.9%,8.20,NA,32,212,+2.9%,+0.32,@ NO,24,·,17.7,-2.3
15,8408,Jordan Mason,RB,26.4,MIN,56.0,54,51,2.9,2.9,2.9,1,1,0,55,20,0,0.0,0,0,0,0,0,0,0.00,29,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,10,1,1,29,0,31,29,2.9,36.4%,4,3.10,0.400,1,0.710,1,10,0.100,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,@ DAL,8,·,8.1,-5.2
15,6819,Michael Pittman,WR,28.0,IND,66.0,68,72,5.6,4.1,2.6,1,1,1,60,56,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,9,0,2,0,5,17,26,8.7,5.2,0,0,0,26,0,NA,0,0,93.3%,NA,NA,NA,0,NA,2,5,0.400,2.0,28,18.5%,0.93,0,NA,NA,NA,NA,NA,0.071,NA,26,NA,NA,@ SEA,12,·,11.9,-6.3
15,8228,Jaylen Warren,RB,26.9,PIT,38.0,40,41,7.8,6.3,4.8,1,1,1,66,30,0,0.0,0,0,0,0,0,0,0.00,33,0,0,0,0.00,0.00,3,-13,0,1,0,3,28,15,5.0,5.0,12,0,1,48,0,30,33,2.75,45.5%,1,2.50,0.083,1,0.333,2,15,0.133,2.0,NA,11.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,vs MIA,18,·,13.2,-5.4
15,10236,Dalton Kincaid,TE,25.9,BUF,25.0,26,24,6.4,4.9,3.4,1,1,0,70,25,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,28,0,1,0,4,6,34,11.3,8.5,0,0,0,34,0,NA,0,0,35.7%,NA,NA,NA,0,NA,1,4,0.250,1.0,14,14.3%,2.43,0,NA,NA,NA,NA,NA,0.071,NA,34,NA,NA,@ NE,13,·,9.7,-3.3
15,5892,David Montgomery,RB,28.3,DET,34.0,30,28,9.2,9.2,9.2,1,1,0,64,18,0,0.0,0,0,0,0,0,0,0.00,32,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,7,0,2,32,1,27,32,4.57,28.1%,6,3.80,0.857,3,1.237,3,8,0.375,3.0,NA,2.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,@ LAR,30,·,9.0,0.2
15,11589,Trey Benson,RB,23.2,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ HOU,24,IR,IR,IR
15,9753,Zach Charbonnet,RB,24.7,SEA,53.0,53,50,3.1,3.1,3.1,1,1,0,60,33,0,0.0,0,0,0,0,0,0,0.00,31,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,8,0,4,31,0,16,31,3.88,55.0%,0,2.00,0.000,4,0.200,4,9,0.444,4.0,NA,2.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,vs IND,20,·,8.2,-5.1
15,7553,Kyle Pitts,TE,25.0,ATL,1.0,1,1,45.6,40.1,34.6,1,1,1,71,68,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,11,85,0,5,3,12,81,166,15.1,13.8,0,0,0,166,0,NA,0,0,95.8%,NA,NA,NA,0,NA,8,12,0.667,8.0,42,27.3%,3.95,0,NA,NA,NA,NA,NA,0.119,NA,166,NA,NA,@ TB,2,·,12.1,33.5
15,7594,Chuba Hubbard,RB,26.3,CAR,49.0,49,46,4.8,4.3,3.8,1,1,0,57,24,0,0.0,0,0,0,0,0,0,0.00,29,0,0,0,0.00,0.00,1,-5,0,1,0,1,14,9,9.0,9.0,8,0,2,38,0,23,29,3.63,42.1%,1,2.90,0.125,2,0.415,3,9,0.333,3.0,NA,4.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,@ NO,15,·,8.3,-3.5
15,5927,Terry McLaurin,WR,30.0,WAS,19.0,16,14,15.9,14.4,12.9,1,1,1,61,46,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,48,0,2,1,4,21,69,23.0,17.3,0,0,0,69,0,NA,0,0,75.4%,NA,NA,NA,0,NA,3,4,0.750,3.0,23,21.1%,3.00,0,NA,NA,NA,NA,NA,0.087,NA,69,NA,NA,@ NYG,5,·,13.1,2.8
15,6806,J.K. Dobbins,RB,26.8,DEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs GB,25,IR,IR,IR
15,7021,Rico Dowdle,RB,27.3,CAR,22.0,20,19,12.4,11.9,11.4,1,1,1,57,34,0,0.0,0,0,0,0,0,0,0.00,49,0,0,0,0.00,0.00,1,1,0,0,0,1,4,5,5.0,5.0,16,0,1,54,1,38,49,3.06,59.6%,0,2.40,0.000,2,0.240,2,17,0.118,2.0,NA,4.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,@ NO,15,·,10.1,2.3
15,11637,Keon Coleman,WR,22.4,BUF,999.0,999,999,0,0,0,1,1,0,70,39,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,55.7%,NA,NA,NA,0,NA,0,0,NA,0.0,19,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ NE,14,·,5.7,-5.7
15,6790,D'Andre Swift,RB,26.7,CHI,7.0,7,5,22.6,22.1,21.6,1,1,1,66,37,0,0.0,0,0,0,0,0,0,0.00,98,0,0,0,0.00,0.00,1,-5,0,0,0,1,3,-2,-2.0,-2.0,18,3,4,96,2,61,98,5.44,56.1%,7,3.40,0.389,6,0.729,6,19,0.316,6.0,NA,3.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,vs CLE,21,·,10.8,11.8
15,4983,D.J. Moore,WR,28.4,CHI,7.0,5,4,22.9,20.9,18.9,1,1,1,66,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,64,0,2,2,5,5,69,17.3,13.8,0,0,0,69,0,NA,0,0,87.9%,NA,NA,NA,0,NA,4,5,0.800,4.0,29,17.9%,2.38,0,NA,NA,NA,NA,NA,0.069,NA,69,NA,NA,vs CLE,26,·,10.5,12.4
15,12474,Woody Marks,RB,24.8,HOU,25.0,25,23,10.8,10.3,9.8,1,1,1,67,15,0,0.0,0,0,0,0,0,0,0.00,30,0,0,0,0.00,0.00,1,1,0,0,0,1,7,8,8.0,8.0,7,0,3,38,0,19,30,4.29,22.4%,2,2.70,0.286,3,0.556,3,8,0.375,3.0,NA,3.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,vs ARI,4,·,15.5,-4.7
15,5872,Deebo Samuel,WR,29.7,WAS,53.0,54,52,7.3,5.8,4.3,1,1,1,61,37,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,27,1,3,0,5,16,43,14.3,8.6,0,0,0,43,0,NA,0,0,60.7%,NA,NA,NA,0,NA,3,5,0.600,3.0,22,26.3%,1.95,0,NA,NA,NA,NA,NA,0.136,NA,43,NA,NA,@ NYG,5,·,13.1,-5.8
15,12499,Elic Ayomanor,WR,22.3,TEN,86.0,84,81,2.7,2.2,1.7,1,1,1,53,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,15,0,1,0,1,2,17,17.0,17.0,0,0,0,17,0,NA,0,0,81.1%,NA,NA,NA,0,NA,1,1,1.000,1.0,25,3.4%,0.68,0,NA,NA,NA,NA,NA,0.040,NA,17,NA,NA,@ SF,29,·,7.6,-4.9
15,7591,Justin Fields,QB,26.6,NYJ,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,10,OUT,OUT,OUT
15,12490,Bhayshul Tuten,RB,22.6,JAX,33.0,31,30,9.3,8.8,8.3,1,1,0,62,11,0,0.0,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,1,13,0,0,1,1,3,16,16.0,16.0,1,0,0,23,0,5,7,7,17.7%,0,5.00,0.000,0,0.500,1,2,0.500,1.0,NA,3.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,vs NYJ,3,·,5.6,3.7
15,9500,Josh Downs,WR,24.1,IND,39.0,35,33,10.3,8.8,7.3,1,1,1,60,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,7,0,0,1,5,6,13,4.3,2.6,0,0,0,13,0,NA,0,0,71.7%,NA,NA,NA,0,NA,1,5,0.200,1.0,25,18.5%,0.52,0,NA,NA,NA,NA,NA,0.000,NA,13,NA,NA,@ SEA,12,·,9.5,0.8
15,2216,Mike Evans,WR,32.1,TB,11.0,12,11,19.2,16.2,13.2,1,1,1,69,38,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,122,0,6,0,12,10,132,22.0,11.0,0,0,0,132,0,NA,0,0,55.1%,NA,NA,NA,0,NA,6,12,0.500,6.0,28,35.3%,4.71,0,NA,NA,NA,NA,NA,0.214,NA,132,NA,NA,vs ATL,3,·,11.7,7.5
15,4035,Alvin Kamara,RB,30.2,NO,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CAR,10,OUT,OUT,OUT
15,421,Matthew Stafford,QB,37.6,LAR,11.0,11,11,21.92,21.92,21.92,1,1,1,72,72,1,63.2,248,38,24,18,14,1,101.60,370,2,2,368,9.68,15.33,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,2,0,NA,2,2,100.0%,NA,NA,NA,0,NA,20,39,NA,NA,NA,NA,NA,20,52.6%,2.79,26.3%,29.3%,12.50,NA,41,370,+3.3%,+0.33,vs DET,5,·,21.4,0.5
15,12484,Jayden Higgins,WR,22.8,HOU,99.0,99,100,1.4,0.9,0.4,1,1,1,67,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,0,0,1,0,4,4.0,4.0,0,0,0,4,0,NA,0,0,71.6%,NA,NA,NA,0,NA,0,1,0.000,0.0,20,3.4%,0.20,0,NA,NA,NA,NA,NA,0.000,NA,4,NA,NA,vs ARI,17,·,10.2,-8.8
15,8134,Khalil Shakir,WR,25.6,BUF,33.0,34,39,11.5,9,6.5,1,1,0,70,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,44,0,2,0,5,21,65,13.0,13.0,0,0,0,65,0,NA,0,0,68.6%,NA,NA,NA,0,NA,2,5,0.400,2.0,26,17.9%,2.50,0,NA,NA,NA,NA,NA,0.077,NA,65,NA,NA,@ NE,14,·,12.9,-1.4
15,6803,Brandon Aiyuk,WR,27.5,SF,999.0,999,999,0,0,0,1,0,0,74,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,10,DNR,DNR,DNR
